Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Type,Asset_Price,Office_Identifier,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Asset_Office_Sales,Office_Year,Asset
FDJ52,7.145,0,0.017887474,5,160.6578,OFF017,2007,2,1,1,1765.0358,6,Bonds
FDJ56,8.985,0,0.184440421,6,99.67,OFF017,2007,2,1,1,3295.71,6,Bonds
NCR54,16.35,0,0.091074449,9,196.811,OFF017,2007,2,1,1,3338.987,6,Private Equity
DRF01,5.655,0,0.193996172,14,147.5102,OFF046,1997,2,0,1,1166.4816,16,ETF
DRK12,9.5,0,0.041951439,14,32.49,OFF049,1999,1,0,1,865.54,14,ETF
FDL58,5.78,1,0.074087369,13,264.9568,OFF013,1987,0,2,1,6855.0768,26,Bonds
FDD44,8.05,1,0.078574445,6,257.5646,OFF013,1987,0,2,1,5153.292,26,Bonds
FDT50,6.75,1,0.108679906,4,95.6752,OFF018,2009,1,2,2,1246.3776,4,Bonds
DRM23,16.6,0,0.136500981,7,173.3422,OFF017,2007,2,1,1,4138.6128,6,ETF
NCM31,6.095,0,0.081361288,11,141.9154,OFF045,2002,2,1,1,2694.4926,11,Private Equity
FDY21,15.1,0,0.205924754,13,197.211,OFF010,1998,2,2,0,196.411,15,Bonds
FDR22,19.35,1,0.018591464,13,112.9544,OFF049,1999,1,0,1,1342.2528,14,Bonds
NCV06,11.3,0,0.066952965,9,192.0478,OFF018,2009,1,2,2,3099.9648,4,Private Equity
FDR45,10.8,0,0.029107004,13,240.5222,OFF017,2007,2,1,1,4541.4218,6,Bonds
FDH60,19.7,1,0.09590923,0,194.411,OFF049,1999,1,0,1,5106.686,14,Bonds
FDR08,18.7,0,0.065872936,6,113.1886,OFF019,1985,2,0,0,111.1886,28,Bonds
FDA47,10.5,1,0.117149075,0,164.121,OFF018,2009,1,2,2,1794.331,4,Bonds
FDS37,7.655,0,0.031994534,3,114.3492,OFF049,1999,1,0,1,1853.5872,14,Bonds
FDF12,8.235,0,0.08276363,0,146.5076,OFF018,2009,1,2,2,1625.8836,4,Bonds
FDP24,20.6,0,0.083004078,0,119.4756,OFF046,1997,2,0,1,1090.5804,16,Bonds
FDU20,19.35,1,0.021490911,6,122.1098,OFF049,1999,1,0,1,2892.2352,14,Bonds
FDW44,9.5,1,0.058835928,6,170.2448,OFF010,1998,2,2,0,170.4448,15,Bonds
FDY39,5.305,1,0.07871639,10,183.5608,OFF010,1998,2,2,0,551.2824,15,Bonds
DRD37,9.8,0,0.013869809,14,47.406,OFF045,2002,2,1,1,978.726,11,ETF
FDZ35,9.6,1,0.022274264,1,101.699,OFF035,2004,2,1,1,2992.771,9,Bonds
FDB50,13,0,0.153618566,3,79.6986,OFF046,1997,2,0,1,1480.0734,16,Bonds
FDY10,17.6,0,0.049267759,13,113.0176,OFF018,2009,1,2,2,2862.94,4,Bonds
FDK41,14.3,0,0.12826315,5,83.4224,OFF017,2007,2,1,1,681.7792,6,Bonds
FDL24,10.3,1,0.02494708,0,172.3422,OFF045,2002,2,1,1,5690.5926,11,Bonds
FDZ07,15.1,1,0.157154813,6,62.2194,OFF010,1998,2,2,0,185.7582,15,Bonds
DRI03,6.03,0,0.022832115,4,176.7028,OFF017,2007,2,1,1,1416.8224,6,ETF
FDW56,7.68,0,0.070900282,6,192.6162,OFF046,1997,2,0,1,5580.0698,16,Bonds
FDR20,20,1,0.028180789,6,46.8744,OFF045,2002,2,1,1,905.488,11,Bonds
FDC50,15.85,0,0.136497913,3,96.3094,OFF046,1997,2,0,1,2856.282,16,Bonds
NCX05,15.2,0,0.162462044,8,117.6492,OFF010,1998,2,2,0,347.5476,15,Private Equity
FDU23,12.15,0,0.023820083,1,164.7184,OFF046,1997,2,0,1,3962.8416,16,Bonds
FDN45,19.35,0,0.118080437,13,222.6088,OFF035,2004,2,1,1,6040.1376,9,Bonds
FDQ51,16,1,0.017466284,10,45.4718,OFF027,1985,1,2,3,1323.6104,28,Bonds
FDH21,10.395,0,0.031073804,12,157.5604,OFF027,1985,1,2,3,5704.5744,28,Bonds
DRZ11,8.85,1,0.113302223,14,125.1388,OFF017,2007,2,1,1,1114.5492,6,ETF
NCI43,19.85,0,0.025968706,9,49.5376,OFF046,1997,2,0,1,1006.6896,16,Private Equity
DRF03,19.1,0,0.045400017,4,38.8138,OFF045,2002,2,1,1,690.4346,11,ETF
NCF30,17,0,0.126958147,9,125.8362,OFF017,2007,2,1,1,2516.724,6,Private Equity
FDB12,11.15,1,0.105307659,0,102.0648,OFF046,1997,2,0,1,1038.648,16,Bonds
FDW19,12.35,1,0.038500421,6,110.757,OFF046,1997,2,0,1,1208.427,16,Bonds
FDB45,20.85,0,0.02137305,6,103.3306,OFF045,2002,2,1,1,522.653,11,Bonds
FDY55,16.75,0,0.081428119,6,255.7988,OFF027,1985,1,2,3,9251.9568,28,Bonds
FDK40,7.035,0,0.021861694,5,263.291,OFF010,1998,2,2,0,525.982,15,Bonds
FDU11,4.785,0,0.09297084,1,122.0098,OFF018,2009,1,2,2,2048.6666,4,Bonds
FDP33,18.7,0,0.088839949,13,254.2672,OFF027,1985,1,2,3,10993.6896,28,Bonds
FDN49,17.25,1,0.209600084,2,40.348,OFF010,1998,2,2,0,39.948,15,Bonds
FDR15,9.3,1,0.033505804,10,153.4314,OFF045,2002,2,1,1,2482.1024,11,Bonds
FDO38,17.25,0,0.072986772,3,78.8986,OFF045,2002,2,1,1,1635.8706,11,Bonds
DRC24,17.85,0,0.024961677,14,153.1998,OFF017,2007,2,1,1,3383.5956,6,ETF
NCU17,5.32,0,0.092433518,8,101.6674,OFF027,1985,1,2,3,1426.1436,28,Private Equity
FDK22,9.8,0,0.026081567,13,217.585,OFF035,2004,2,1,1,4327.7,9,Bonds
DRP35,18.85,0,0.09079168,7,127.1336,OFF013,1987,0,2,1,3579.3408,26,ETF
NCL29,9.695,0,0.113917889,8,158.2604,OFF035,2004,2,1,1,2693.8268,9,Private Equity
FDG53,10,0,0.045928229,5,138.118,OFF049,1999,1,0,1,1957.452,14,Bonds
DRM23,16.6,0,0.135620265,7,172.9422,OFF013,1987,0,2,1,2931.5174,26,ETF
FDR09,18.25,0,0.077709902,13,259.6962,OFF035,2004,2,1,1,5438.9202,9,Bonds
NCJ30,5.82,0,0.134975628,9,170.579,OFF010,1998,2,2,0,509.337,15,Private Equity
FDZ04,9.31,0,0.037955094,5,62.151,OFF046,1997,2,0,1,1201.769,16,Bonds
FDM10,18.25,0,0.076125668,13,214.0218,OFF045,2002,2,1,1,2564.6616,11,Bonds
FDR21,19.7,0,0.067039526,13,178.337,OFF049,1999,1,0,1,1411.496,14,Bonds
DRJ49,6.865,0,0.014021626,14,127.1652,OFF045,2002,2,1,1,1291.652,11,ETF
FDJ15,11.35,1,0.023358738,4,184.4608,OFF049,1999,1,0,1,4042.7376,14,Bonds
FDO34,17.7,0,0.029933275,13,169.0816,OFF035,2004,2,1,1,5201.2296,9,Bonds
NCG30,20.2,0,0.111777297,9,124.6046,OFF027,1985,1,2,3,2863.6058,28,Private Equity
FDS60,20.85,0,0.032448523,0,177.866,OFF046,1997,2,0,1,1078.596,16,Bonds
FDX57,17.25,1,0.047266211,13,97.0068,OFF046,1997,2,0,1,1846.9292,16,Bonds
FDS40,15.35,0,0.01404119,5,38.419,OFF049,1999,1,0,1,476.047,14,Bonds
FDT08,13.65,0,0.04917754,6,151.805,OFF013,1987,0,2,1,2696.49,26,Bonds
NCN29,15.2,0,0.020280476,8,49.1034,OFF010,1998,2,2,0,194.4136,15,Private Equity
FDY27,6.38,0,0.031962866,4,178.0344,OFF045,2002,2,1,1,535.3032,11,Bonds
NCR29,7.565,0,0.054376275,8,56.293,OFF027,1985,1,2,3,2546.685,28,Private Equity
FDZ02,6.905,1,0.063850971,4,97.2726,OFF010,1998,2,2,0,195.7452,15,Bonds
FDP40,4.555,1,0.060154968,5,110.1544,OFF019,1985,2,0,0,111.8544,28,Bonds
FDE11,17.7,1,0.134441765,15,183.9924,OFF027,1985,1,2,3,6478.234,28,Bonds
DRL35,15.7,0,0.03067808,7,44.777,OFF013,1987,0,2,1,605.878,26,ETF
FDD56,15.2,1,0.103758647,6,177.0054,OFF035,2004,2,1,1,2976.7918,9,Bonds
FDO39,6.985,1,0.136701678,10,182.1608,OFF027,1985,1,2,3,5880.3456,28,Bonds
FDG32,19.85,0,0.308145448,6,222.0772,OFF019,1985,2,0,0,889.5088,28,Bonds
FDU50,5.75,1,0.074806196,4,112.9176,OFF027,1985,1,2,3,3435.528,28,Bonds
FDX24,8.355,0,0.013926425,0,93.0462,OFF035,2004,2,1,1,1110.5544,9,Bonds
NCN43,12.15,0,0.006754117,11,122.173,OFF013,1987,0,2,1,2586.633,26,Private Equity
FDK34,13.35,0,0.038540712,13,238.7564,OFF018,2009,1,2,2,1906.8512,4,Bonds
NCN41,17,0,0.052209303,8,122.373,OFF046,1997,2,0,1,2586.633,16,Private Equity
FDW16,17.35,1,0.041538713,5,93.1804,OFF049,1999,1,0,1,1378.206,14,Bonds
FDP46,15.35,0,0.13064231,13,88.383,OFF019,1985,2,0,0,89.883,28,Bonds
NCD07,9.1,0,0.055382616,9,115.0518,OFF013,1987,0,2,1,683.1108,26,Private Equity
FDG44,6.13,0,0.121512963,6,54.1298,OFF046,1997,2,0,1,1348.245,16,Bonds
FDC20,10.65,0,0.041970938,6,55.4272,OFF019,1985,2,0,0,111.8544,28,Bonds
FDB23,19.2,1,0.005583951,15,226.9062,OFF013,1987,0,2,1,4514.124,26,Bonds
DRK59,8.895,0,0.075757177,7,233.8616,OFF018,2009,1,2,2,937.4464,4,ETF
FDT31,19.75,0,0.012467648,6,188.1872,OFF049,1999,1,0,1,2458.1336,14,Bonds
FDB15,10.895,0,0.137368051,4,264.3568,OFF018,2009,1,2,2,4745.8224,4,Bonds
FDI56,7.325,0,0.092933158,6,91.0146,OFF027,1985,1,2,3,3466.1548,28,Bonds
NCQ17,10.3,0,0.117593973,8,154.463,OFF017,2007,2,1,1,2503.408,6,Private Equity
FDH44,19.1,1,0.026018497,6,148.2418,OFF017,2007,2,1,1,3089.9778,6,Bonds
FDP40,4.555,1,0.034410585,5,111.3544,OFF049,1999,1,0,1,1342.2528,14,Bonds
NCR17,9.8,0,0.02426524,8,114.0492,OFF027,1985,1,2,3,3938.8728,28,Private Equity
NCO53,16.2,0,0.176175402,8,184.0608,OFF017,2007,2,1,1,2021.3688,6,Private Equity
FDG38,8.975,1,0.088257771,3,84.1224,OFF010,1998,2,2,0,170.4448,15,Bonds
FDO01,21.1,1,0.020750867,2,128.7994,OFF049,1999,1,0,1,1927.491,14,Bonds
NCQ43,17.75,0,0.111527348,11,110.2912,OFF045,2002,2,1,1,873.5296,11,Private Equity
FDU47,12.8,1,0.114318263,1,142.2838,OFF018,2009,1,2,2,421.4514,4,Bonds
FDZ02,6.905,1,0.038363204,4,98.1726,OFF017,2007,2,1,1,587.2356,6,Bonds
FDS04,10.195,1,0.245483691,5,141.8838,OFF010,1998,2,2,0,280.9676,15,Bonds
FDQ31,5.785,1,0.053930934,6,87.3856,OFF049,1999,1,0,1,878.856,14,Bonds
FDT57,15.2,0,0.018942606,13,236.0248,OFF027,1985,1,2,3,6636.6944,28,Bonds
FDK50,7.96,0,0.028339599,3,162.4894,OFF013,1987,0,2,1,1779.6834,26,Bonds
FDB49,8.3,1,0.030151351,0,98.7384,OFF046,1997,2,0,1,492.692,16,Bonds
FDN56,5.46,1,0.107274301,6,145.5786,OFF045,2002,2,1,1,3900.9222,11,Bonds
FDU02,13.35,0,0.102670882,4,228.6352,OFF049,1999,1,0,1,3435.528,14,Bonds
FDK26,5.46,1,0.032177405,3,185.424,OFF046,1997,2,0,1,5219.872,16,Bonds
DRA24,19.35,1,0.039734882,14,165.7868,OFF027,1985,1,2,3,4913.604,28,ETF
FDF53,20.75,1,0.083536989,5,180.3318,OFF013,1987,0,2,1,4149.9314,26,Bonds
NCZ30,6.59,0,0.026225693,9,119.0098,OFF049,1999,1,0,1,2530.7058,14,Private Equity
FDF14,7.55,0,0.0273235,3,151.934,OFF017,2007,2,1,1,1837.608,6,Bonds
FDU40,20.85,0,0.03747983,5,192.7478,OFF045,2002,2,1,1,2131.2258,11,Bonds
NCL18,18.85,0,0.168531813,9,192.5136,OFF017,2007,2,1,1,2916.204,6,Private Equity
FDP25,15.2,0,0.021293909,3,218.4824,OFF018,2009,1,2,2,1528.6768,4,Bonds
NCV05,10.1,0,0.030269774,8,152.4656,OFF045,2002,2,1,1,2934.8464,11,Private Equity
FDV49,10,0,0.025822315,3,262.7226,OFF035,2004,2,1,1,3171.8712,9,Bonds
FDJ56,8.985,0,0.183688161,6,100.27,OFF049,1999,1,0,1,998.7,14,Bonds
FDI40,11.5,1,0.125579201,5,99.7358,OFF035,2004,2,1,1,1105.8938,9,Bonds
NCK05,20.1,0,0.077079177,8,61.5536,OFF027,1985,1,2,3,918.804,28,Private Equity
NCI43,19.85,0,0.026074491,9,48.6376,OFF018,2009,1,2,2,575.2512,4,Private Equity
NCE42,21.1,0,0.010593469,9,234.2958,OFF013,1987,0,2,1,3739.1328,26,Private Equity
FDP40,4.555,1,0.034357169,5,112.6544,OFF046,1997,2,0,1,2684.5056,16,Bonds
FDU40,20.85,0,0.037396901,5,193.8478,OFF035,2004,2,1,1,2712.4692,9,Bonds
DRK47,7.905,0,0.064011067,7,230.2694,OFF013,1987,0,2,1,4567.388,26,ETF
FDR32,6.78,1,0.085981978,6,228.4694,OFF045,2002,2,1,1,5480.8656,11,Bonds
FDS43,11.65,0,0.040318693,6,186.224,OFF027,1985,1,2,3,5033.448,28,Bonds
FDH50,15,1,0.161762835,3,185.9266,OFF045,2002,2,1,1,2581.9724,11,Bonds
FDZ09,17.6,0,0.104878967,13,164.8868,OFF046,1997,2,0,1,2456.802,16,Bonds
FDS19,13.8,1,0.107469819,6,77.8012,OFF010,1998,2,2,0,227.7036,15,Bonds
NCU30,5.11,0,0.034868095,9,163.821,OFF035,2004,2,1,1,2120.573,9,Private Equity
FDI27,8.71,1,0.046079575,4,43.5744,OFF045,2002,2,1,1,407.4696,11,Bonds
FDQ09,7.235,0,0.058083831,13,113.6834,OFF013,1987,0,2,1,230.3668,26,Bonds
FDB35,12.3,1,0.064618976,15,89.8804,OFF046,1997,2,0,1,1286.3256,16,Bonds
DRD12,6.96,0,0.077178965,14,93.1146,OFF035,2004,2,1,1,2189.1504,9,ETF
FDW07,18,1,0.142910689,6,89.6514,OFF049,1999,1,0,1,1859.5794,14,Bonds
DRE13,6.28,0,0.027682047,14,85.5198,OFF013,1987,0,2,1,1744.396,26,ETF
FDR11,10.5,1,0.142511272,1,158.7578,OFF035,2004,2,1,1,2246.4092,9,Bonds
DRG36,14.15,0,0.09557165,14,171.0106,OFF045,2002,2,1,1,4106.6544,11,ETF
DRD37,9.8,0,0.02316823,14,47.506,OFF010,1998,2,2,0,186.424,15,ETF
FDX03,15.85,1,0.061045133,10,44.7744,OFF013,1987,0,2,1,181.0976,26,Bonds
FDU46,10.3,1,0.011148865,13,84.854,OFF045,2002,2,1,1,778.986,11,Bonds
FDV03,17.6,0,0.058091269,10,156.2314,OFF046,1997,2,0,1,2947.4966,16,Bonds
FDZ37,8.1,1,0.019672774,3,86.4198,OFF027,1985,1,2,3,1918.8356,28,Bonds
FDI24,10.3,0,0.078678276,0,177.037,OFF013,1987,0,2,1,3705.177,26,Bonds
FDX33,9.195,1,0.117667492,13,159.5578,OFF049,1999,1,0,1,1283.6624,14,Bonds
FDG47,12.8,0,0.069902438,15,261.3252,OFF018,2009,1,2,2,3410.2276,4,Bonds
FDZ57,10,1,0.037757166,13,126.7994,OFF035,2004,2,1,1,1284.994,9,Bonds
FDT04,17.25,0,0.107021498,5,40.5822,OFF035,2004,2,1,1,785.644,9,Bonds
FDO49,10.6,1,0.032892112,2,49.3008,OFF027,1985,1,2,3,1518.024,28,Bonds
NCB43,20.2,0,0.100477461,9,187.7898,OFF017,2007,2,1,1,2245.0776,6,Private Equity
NCL53,7.5,0,0.036228067,8,175.2028,OFF035,2004,2,1,1,4427.57,9,Private Equity
FDM01,7.895,1,0.094488485,2,100.7332,OFF013,1987,0,2,1,1230.3984,26,Bonds
FDO12,15.75,0,0.055154296,0,195.5452,OFF018,2009,1,2,2,1174.4712,4,Bonds
FDO13,7.865,0,0.106907604,2,162.8526,OFF019,1985,2,0,0,493.3578,28,Bonds
FDI04,13.65,1,0.073060301,5,196.2426,OFF045,2002,2,1,1,2570.6538,11,Bonds
NCK05,20.1,0,0.077439606,8,60.6536,OFF035,2004,2,1,1,980.0576,9,Private Equity
FDP28,13.65,1,0.080968973,5,259.7936,OFF018,2009,1,2,2,2609.936,4,Bonds
FDJ44,12.3,1,0.106492562,6,176.3396,OFF049,1999,1,0,1,1395.5168,14,Bonds
FDS25,6.885,1,0.139330557,3,109.5228,OFF027,1985,1,2,3,3426.2068,28,Bonds
FDC02,21.35,0,0.068822477,3,258.3278,OFF046,1997,2,0,1,7028.8506,16,Bonds
FDT23,7.72,1,0.074669288,1,76.3986,OFF013,1987,0,2,1,1402.1748,26,Bonds
NCD31,12.1,0,0.025834128,9,165.1526,OFF010,1998,2,2,0,164.4526,15,Private Equity
FDV19,14.85,1,0.035227697,6,159.5578,OFF013,1987,0,2,1,2085.9514,26,Bonds
NCQ30,7.725,0,0.050901814,9,120.5414,OFF019,1985,2,0,0,365.5242,28,Private Equity
NCD18,16,0,0.072965144,9,231.3668,OFF018,2009,1,2,2,4607.336,4,Private Equity
FDL10,8.395,0,0.039492207,13,97.3042,OFF046,1997,2,0,1,1091.2462,16,Bonds
FDX20,7.365,0,0.042552205,6,225.172,OFF035,2004,2,1,1,3395.58,9,Bonds
FDM32,20.5,0,0.020587886,6,89.583,OFF013,1987,0,2,1,1797.66,26,Bonds
FDR09,18.25,0,0.130095044,13,257.2962,OFF010,1998,2,2,0,517.9924,15,Bonds
FDL34,16,0,0.040747616,13,140.2496,OFF027,1985,1,2,3,4093.3384,28,Bonds
NCK42,7.475,0,0.013146636,9,214.5192,OFF045,2002,2,1,1,2804.3496,11,Private Equity
FDU23,12.15,0,0.02176755,1,164.6184,OFF045,2002,2,1,1,3797.7232,11,Bonds
DRI01,7.97,0,0.039095668,14,172.0422,OFF018,2009,1,2,2,5690.5926,4,ETF
FDG16,15.25,0,0.08995645,5,217.1192,OFF049,1999,1,0,1,3235.788,14,Bonds
FDY56,16.35,1,0.062665642,6,225.6062,OFF018,2009,1,2,2,1579.9434,4,Bonds
FDO24,11.1,0,0.176182345,0,158.1604,OFF035,2004,2,1,1,1901.5248,9,Bonds
NCV29,11.8,0,0.022843501,8,177.8686,OFF046,1997,2,0,1,4621.9836,16,Private Equity
FDQ48,14.3,1,0.034411238,0,98.6726,OFF046,1997,2,0,1,782.9808,16,Bonds
FDU15,13.65,1,0.031087983,10,36.6532,OFF017,2007,2,1,1,755.0172,6,Bonds
FDS47,16.75,0,0.128861359,1,86.2856,OFF035,2004,2,1,1,1406.1696,9,Bonds
FDO50,16.25,0,0.078290271,3,93.1804,OFF049,1999,1,0,1,1194.4452,14,Bonds
FDW48,18,0,0.008539208,0,81.2618,OFF035,2004,2,1,1,402.809,9,Bonds
FDV20,20.2,1,0.100095288,6,125.2678,OFF010,1998,2,2,0,127.1678,15,Bonds
FDW47,15,0,0.046447328,1,121.5414,OFF049,1999,1,0,1,2436.828,14,Bonds
FDA07,7.55,1,0.030794774,6,122.9072,OFF027,1985,1,2,3,4532.7664,28,Bonds
FDZ16,16.85,1,0.159081735,5,193.5478,OFF027,1985,1,2,3,4649.9472,28,Bonds
FDN09,14.15,0,0.034705807,13,241.6828,OFF027,1985,1,2,3,4873.656,28,Bonds
FDB50,13,0,0.154487495,3,77.2986,OFF017,2007,2,1,1,1246.3776,6,Bonds
NCL06,14.65,0,0.072178679,9,262.9594,OFF049,1999,1,0,1,5233.188,14,Private Equity
DRG03,14.5,0,0.061686402,4,153.9998,OFF027,1985,1,2,3,5229.1932,28,ETF
DRM59,5.88,0,0.003599378,7,152.2998,OFF045,2002,2,1,1,3075.996,11,ETF
FDU25,12.35,0,0.026832182,3,57.3246,OFF017,2007,2,1,1,1332.2658,6,Bonds
NCU42,9,0,0.019616991,9,169.6474,OFF017,2007,2,1,1,2526.711,6,Private Equity
FDH21,10.395,0,0.05226427,12,158.4604,OFF010,1998,2,2,0,158.4604,15,Bonds
DRO47,10.195,0,0.112203445,7,111.786,OFF035,2004,2,1,1,1697.79,9,ETF
FDC44,15.6,0,0.171761077,6,115.7518,OFF027,1985,1,2,3,5351.0346,28,Bonds
NCL29,9.695,0,0.114170506,8,158.9604,OFF045,2002,2,1,1,1743.0644,11,Private Equity
FDL48,19.35,1,0.082266419,0,48.8034,OFF046,1997,2,0,1,340.2238,16,Bonds
FDJ21,16.7,1,0.038685176,13,146.6102,OFF018,2009,1,2,2,2770.3938,4,Bonds
FDT40,5.985,0,0.095795326,5,128.4678,OFF046,1997,2,0,1,508.6712,16,Bonds
NCD43,8.85,0,0.026814124,9,103.7964,OFF010,1998,2,2,0,210.3928,15,Private Equity
FDM28,15.7,0,0.045203854,5,180.266,OFF046,1997,2,0,1,1617.894,16,Bonds
FDR35,12.5,0,0.020697723,1,198.8742,OFF046,1997,2,0,1,5773.1518,16,Bonds
NCP17,19.35,0,0.027827268,8,65.6168,OFF018,2009,1,2,2,383.5008,4,Private Equity
FDT23,7.72,1,0.074883035,1,79.8986,OFF045,2002,2,1,1,1090.5804,11,Bonds
FDX15,17.2,0,0.156298858,10,162.1578,OFF046,1997,2,0,1,1283.6624,16,Bonds
NCU42,9,0,0.019412192,9,166.5474,OFF027,1985,1,2,3,4379.6324,28,Private Equity
FDV23,11,0,0.105324246,1,125.7046,OFF027,1985,1,2,3,3237.1196,28,Bonds
FDY34,10.5,1,0.019227816,13,163.9842,OFF019,1985,2,0,0,331.5684,28,Bonds
FDE16,8.895,0,0.044093978,5,208.3954,OFF010,1998,2,2,0,1041.977,15,Bonds
FDV60,20.2,1,0.117599259,0,195.311,OFF045,2002,2,1,1,3338.987,11,Bonds
FDQ44,20.5,0,0.036140297,6,120.0756,OFF046,1997,2,0,1,2302.3364,16,Bonds
FDZ09,17.6,0,0.104791689,13,165.2868,OFF013,1987,0,2,1,3111.9492,26,Bonds
FDW36,11.15,0,0.057021156,0,106.8622,OFF049,1999,1,0,1,2011.3818,14,Bonds
NCZ30,6.59,0,0.026058181,9,121.9098,OFF027,1985,1,2,3,3374.2744,28,Private Equity
FDL09,19.6,1,0.12829573,13,167.2816,OFF045,2002,2,1,1,2013.3792,11,Bonds
FDE05,10.895,1,0.03263762,5,147.7102,OFF017,2007,2,1,1,1895.5326,6,Bonds
DRO35,13.85,0,0.034765901,7,114.2492,OFF017,2007,2,1,1,1853.5872,6,ETF
FDN60,15.1,0,0.095696334,0,159.7604,OFF017,2007,2,1,1,2693.8268,6,Bonds
NCZ29,15,0,0.071371458,8,125.2362,OFF046,1997,2,0,1,1384.1982,16,Private Equity
FDX08,12.85,0,0.022696131,6,179.9318,OFF018,2009,1,2,2,2706.477,4,Bonds
FDZ16,16.85,1,0.267565911,5,194.1478,OFF010,1998,2,2,0,1162.4868,15,Bonds
DRL37,15.5,0,0.053327763,14,44.477,OFF013,1987,0,2,1,865.54,26,ETF
FDL21,15.85,1,0.007145063,13,41.048,OFF035,2004,2,1,1,479.376,9,Bonds
FDW10,21.2,0,0.071076055,13,174.837,OFF017,2007,2,1,1,5469.547,6,Bonds
FDB53,13.35,0,0.139426044,5,148.3392,OFF035,2004,2,1,1,3877.6192,9,Bonds
DRM49,6.11,1,0.151925271,14,46.6086,OFF035,2004,2,1,1,624.5204,9,ETF
NCD06,13,0,0.099479703,9,44.906,OFF049,1999,1,0,1,652.484,14,Private Equity
FDN10,11.5,0,0.045900448,13,118.9124,OFF027,1985,1,2,3,2844.2976,28,Bonds
FDS13,6.465,0,0.21799414,3,266.5884,OFF019,1985,2,0,0,1324.942,28,Bonds
FDH38,6.425,0,0.010454459,3,115.6808,OFF049,1999,1,0,1,1406.1696,14,Bonds
FDY21,15.1,0,0.172641213,13,195.111,OFF027,1985,1,2,3,5303.097,28,Bonds
FDT60,12,0,0.075701524,0,124.6388,OFF045,2002,2,1,1,2105.2596,11,Bonds
DRZ24,7.535,0,0.081914677,14,120.344,OFF049,1999,1,0,1,3835.008,14,ETF
FDW56,7.68,0,0.071010513,6,190.9162,OFF049,1999,1,0,1,5195.2374,14,Bonds
FDG57,14.7,0,0.072444983,6,48.6034,OFF045,2002,2,1,1,194.4136,11,Bonds
FDY14,10.3,0,0.069981909,4,263.0226,OFF013,1987,0,2,1,6079.4198,26,Bonds
FDS19,13.8,1,0.06457046,6,76.2012,OFF017,2007,2,1,1,1669.8264,6,Bonds
FDX01,10.1,0,0.024159767,3,114.715,OFF035,2004,2,1,1,815.605,9,Bonds
FDV32,7.785,0,0.089210159,6,64.251,OFF017,2007,2,1,1,1328.271,6,Bonds
DRI39,13.8,0,0.097611115,4,54.893,OFF017,2007,2,1,1,679.116,6,ETF
NCU05,11.8,0,0.058975504,8,81.7618,OFF018,2009,1,2,2,966.7416,4,Private Equity
NCA29,10.5,0,0.027430696,9,171.1106,OFF017,2007,2,1,1,3593.3226,6,Private Equity
FDO10,13.65,1,0.014183265,13,58.7588,OFF019,1985,2,0,0,400.8116,28,Bonds
DRL47,19.7,0,0.038815341,7,124.2362,OFF045,2002,2,1,1,1887.543,11,ETF
FDA50,16.25,0,0.152632413,4,98.441,OFF019,1985,2,0,0,96.541,28,Bonds
FDU23,12.15,0,0.021618297,1,167.1184,OFF027,1985,1,2,3,2476.776,28,Bonds
FDR27,15.1,1,0.096491904,10,134.4942,OFF018,2009,1,2,2,1854.9188,4,Bonds
DRH36,16.2,0,0.033568871,14,74.9696,OFF017,2007,2,1,1,2162.5184,6,ETF
FDZ51,11.3,1,0.054507422,10,96.3094,OFF013,1987,0,2,1,666.4658,26,Bonds
FDQ40,11.1,1,0.063079544,5,175.7712,OFF019,1985,2,0,0,351.5424,28,Bonds
FDB17,13.15,0,0.064208126,5,180.1976,OFF019,1985,2,0,0,181.0976,28,Bonds
FDQ16,19.7,0,0.041974489,5,108.6912,OFF017,2007,2,1,1,2183.824,6,Bonds
FDG09,20.6,1,0.048207431,6,188.0556,OFF017,2007,2,1,1,2065.3116,6,Bonds
DRI59,9.5,0,0.041065647,7,223.5088,OFF017,2007,2,1,1,4697.8848,6,ETF
FDH47,13.5,1,0.128709014,15,96.1068,OFF013,1987,0,2,1,1846.9292,26,Bonds
FDA21,13.65,0,0.03596071,13,186.3924,OFF046,1997,2,0,1,1665.8316,16,Bonds
NCO05,7.27,0,0.046520703,8,97.7384,OFF013,1987,0,2,1,591.2304,26,Private Equity
NCL31,7.39,0,0.210596485,11,144.747,OFF019,1985,2,0,0,143.147,28,Private Equity
NCH42,6.86,0,0.03674399,9,231.201,OFF017,2007,2,1,1,6201.927,6,Private Equity
FDG57,14.7,0,0.072238195,6,47.5034,OFF013,1987,0,2,1,972.068,26,Bonds
NCQ50,18.75,0,0.034141213,9,211.9218,OFF027,1985,1,2,3,3419.5488,28,Private Equity
FDK24,9.195,0,0.101500374,0,45.2744,OFF045,2002,2,1,1,679.116,11,Bonds
DRG39,14.15,0,0.042246575,4,54.2982,OFF049,1999,1,0,1,1104.5622,14,ETF
FDX46,12.3,1,0.058105769,13,60.4562,OFF035,2004,2,1,1,1777.686,9,Bonds
FDY01,11.8,1,0.170141787,3,116.7834,OFF013,1987,0,2,1,2303.668,26,Bonds
FDJ40,13.6,1,0.049579883,5,110.0912,OFF035,2004,2,1,1,1965.4416,9,Bonds
